name,rating,price_original,price_current,discount_percent,days_until_sale,genre,reviews_count,player_trend,will_be_discounted
Lethal Company,47.74,50.96,50.96,0.0,0.0,Indie,183823.0,growing,0
Cyber Hook,57.29,68.71,68.71,0.0,0.0,Fighting,49493.0,stable,0
Monster Hunter World,83.53,1.57,0.94,40.0,8.0,Indie,154572.0,stable,1
Limbo,42.78,68.59,68.59,0.0,0.0,Racing,61449.0,growing,0
Little Nightmares,40.78,13.14,11.83,10.0,11.0,Metroidvania,162034.0,falling,1
Team Fortress 2,87.65,20.16,10.08,50.0,17.0,Horror,104604.0,growing,1
The Outlast Trials,97.52,21.96,15.37,30.0,11.0,Roguelike,52428.0,falling,1
It Takes Two,96.53,24.88,7.46,70.0,4.0,Adventure,98833.0,growing,1
Black Desert Online,87.06,53.95,16.19,70.0,4.0,Roguelike,114325.0,falling,1
Cyberpunk 2077,41.75,2.91,2.91,0.0,0.0,Fighting,141896.0,growing,0
Chivalry 2,50.63,48.72,34.1,30.0,10.0,Roguelike,105596.0,falling,1
Terraria,78.88,75.65,75.65,0.0,0.0,Strategy,98048.0,stable,0
Metal Gear Solid V,77.11,70.32,56.26,20.0,10.0,Adventure,2705.0,falling,1
The Division 2,60.43,31.89,12.76,60.0,25.0,RPG,178829.0,stable,1
Among Us,42.04,72.24,72.24,0.0,0.0,Survival,112264.0,falling,0
Destiny 2,71.32,28.82,28.82,0.0,0.0,Horror,178112.0,falling,0
Mount & Blade II: Bannerlord,74.2,20.19,20.19,0.0,0.0,Co-op,22089.0,stable,0
Tekken 8,42.4,23.94,7.18,70.0,8.0,Indie,176319.0,stable,1
Baldur's Gate 3,88.49,15.7,7.85,50.0,25.0,Co-op,6260.0,growing,1
The Elder Scrolls V: Skyrim,80.69,51.75,51.75,0.0,0.0,Indie,75639.0,growing,0
Banished,61.2,14.33,14.33,0.0,0.0,Strategy,131853.0,growing,0
Fallout 4,77.32,6.74,6.74,0.0,0.0,Indie,144067.0,growing,0
Cities: Skylines 2,54.74,32.03,32.03,0.0,0.0,Action,144593.0,stable,0
Devil May Cry 5,93.22,30.73,18.44,40.0,1.0,Horror,74707.0,growing,1
Sekiro: Shadows Die Twice,89.37,76.38,22.91,70.0,28.0,Roguelike,84932.0,falling,1
Sea of Thieves,50.19,58.63,58.63,0.0,0.0,Co-op,183659.0,stable,0
Outlast,74.15,47.12,42.41,10.0,3.0,Racing,108325.0,falling,1
The Elder Scrolls V: Skyrim,88.21,28.21,19.75,30.0,2.0,Survival,84708.0,falling,1
Little Nightmares II,89.08,73.28,43.97,40.0,4.0,Survival,35591.0,growing,1
Baldur's Gate 3,83.55,33.46,33.46,0.0,0.0,Co-op,47805.0,stable,0
PUBG,57.11,52.04,52.04,0.0,0.0,Co-op,80473.0,growing,0
Limbo,84.4,63.46,63.46,0.0,0.0,Fighting,63164.0,falling,0
The Callisto Protocol,59.8,41.46,41.46,0.0,0.0,Survival,43123.0,growing,0
Goat Simulator 3,55.5,10.61,10.61,0.0,0.0,Strategy,49570.0,stable,0
PUBG,71.15,39.71,39.71,0.0,0.0,Strategy,96866.0,falling,0
It Takes Two,46.49,6.33,6.33,0.0,0.0,Racing,58341.0,falling,0
Phasmophobia,56.35,15.72,12.58,20.0,11.0,RPG,43745.0,stable,1
Cities: Skylines 2,55.18,15.49,12.39,20.0,24.0,Indie,128901.0,growing,1
Cyber Hook,65.78,5.56,5.56,0.0,0.0,Sports,176865.0,falling,0
Cyber Hook,96.6,42.26,25.36,40.0,9.0,Shooter,59666.0,growing,1
Planet Coaster,56.37,73.78,73.78,0.0,0.0,Action,116804.0,growing,0
FIFA 24,73.22,73.36,36.68,50.0,2.0,Roguelike,185241.0,falling,1
Starfield,97.24,39.42,19.71,50.0,1.0,Sports,87846.0,stable,1
Factorio,88.57,13.3,5.32,60.0,11.0,Fighting,112642.0,falling,1
Among Us,57.31,10.83,7.58,30.0,7.0,Fighting,83484.0,growing,1
Path of Exile 2,84.34,39.45,39.45,0.0,0.0,Racing,130751.0,stable,0
Valheim,70.8,56.74,51.07,10.0,15.0,Horror,181024.0,falling,1
Escape from Tarkov,62.38,52.56,52.56,0.0,0.0,Sports,88196.0,growing,0
Counter-Strike 2,90.42,1.47,1.03,30.0,23.0,Roguelike,87885.0,growing,1
Lethal Company,79.68,35.97,25.18,30.0,6.0,Simulation,184757.0,falling,1
Planet Coaster,65.11,27.1,21.68,20.0,23.0,Indie,89250.0,falling,1
The Division 2,81.11,6.92,4.15,40.0,16.0,Indie,33199.0,falling,1
Lost Ark,64.98,11.83,11.83,0.0,0.0,Puzzle,61067.0,falling,0
The Callisto Protocol,61.21,36.31,36.31,0.0,0.0,Indie,117249.0,falling,0
Cyber Hook,50.51,75.5,75.5,0.0,0.0,Fighting,153974.0,falling,0
FIFA 24,82.64,50.56,20.22,60.0,18.0,Fighting,149025.0,growing,1
Hotline Miami 2,92.38,58.0,17.4,70.0,27.0,Metroidvania,25520.0,stable,1
The Elder Scrolls V: Skyrim,66.41,60.4,12.08,80.0,21.0,Shooter,166401.0,growing,1
Lies of P,58.56,71.08,71.08,0.0,0.0,RPG,131028.0,stable,0
Portal 2,46.12,29.77,11.91,60.0,8.0,Roguelike,51407.0,growing,1
Resident Evil 4 Remake,89.74,57.65,57.65,0.0,0.0,Puzzle,92821.0,falling,0
Chivalry 2,71.93,64.21,38.53,40.0,10.0,Indie,53078.0,falling,1
Limbo,58.1,69.71,41.83,40.0,29.0,Adventure,191435.0,falling,1
Palworld,95.16,34.2,20.52,40.0,22.0,Shooter,12160.0,growing,1
Satisfactory,76.17,34.69,27.75,20.0,1.0,Strategy,116043.0,growing,1
Watch Dogs 2,72.1,45.74,45.74,0.0,0.0,Roguelike,54355.0,stable,0
Frostpunk,93.79,9.87,2.96,70.0,24.0,Adventure,171861.0,stable,1
Little Nightmares,86.16,20.79,10.39,50.0,25.0,Horror,151713.0,stable,1
Oxygen Not Included,71.56,47.13,47.13,0.0,0.0,Sports,36783.0,growing,0
Cyberpunk 2077,82.97,66.02,66.02,0.0,0.0,Survival,146495.0,stable,0
Counter-Strike 2,49.35,43.42,43.42,0.0,0.0,Adventure,168869.0,growing,0
Dead Cells,71.65,12.18,6.09,50.0,6.0,Roguelike,37682.0,growing,1
Slime Rancher,67.37,15.81,3.16,80.0,4.0,Shooter,181517.0,falling,1
Apex Legends,43.8,21.65,17.32,20.0,21.0,Puzzle,81432.0,growing,1
Assassin’s Creed Valhalla,75.05,39.7,7.94,80.0,19.0,Fighting,106869.0,stable,1
Frostpunk,90.38,36.78,36.78,0.0,0.0,Horror,47511.0,growing,0
The Binding of Isaac,72.85,57.78,46.22,20.0,11.0,Racing,79681.0,falling,1
Cuphead,76.89,63.17,63.17,0.0,0.0,Adventure,138054.0,stable,0
Assassin’s Creed Odyssey,47.74,53.53,53.53,0.0,0.0,RPG,176122.0,falling,0
Planet Coaster,41.35,33.42,33.42,0.0,0.0,Fighting,52185.0,falling,0
Goat Simulator 3,87.02,62.83,43.98,30.0,27.0,Metroidvania,199130.0,stable,1
Final Fantasy XV,59.72,12.91,12.91,0.0,0.0,Simulation,198530.0,growing,0
RimWorld,48.25,78.61,39.3,50.0,3.0,Indie,150873.0,growing,1
Banished,59.84,72.15,72.15,0.0,0.0,Puzzle,59204.0,stable,0
Slime Rancher,81.72,17.64,3.53,80.0,7.0,Simulation,6051.0,stable,1
Portal 2,64.0,2.78,0.56,80.0,26.0,Horror,128725.0,growing,1
The Binding of Isaac,55.31,52.44,52.44,0.0,0.0,Action,86520.0,falling,0
Monster Hunter World,83.27,3.66,3.66,0.0,0.0,Indie,174369.0,stable,0
Lethal Company,67.31,11.89,5.95,50.0,22.0,Indie,82217.0,falling,1
Team Fortress 2,70.34,4.54,4.54,0.0,0.0,Co-op,108791.0,falling,0
Cities: Skylines,92.72,66.71,13.34,80.0,15.0,Adventure,112375.0,falling,1
Oxygen Not Included,66.88,40.72,40.72,0.0,0.0,Metroidvania,125405.0,falling,0
Final Fantasy XV,92.49,49.66,49.66,0.0,0.0,Strategy,156641.0,falling,0
Left 4 Dead 2,97.38,28.16,16.9,40.0,14.0,Strategy,121546.0,growing,1
Terraria,65.4,75.38,75.38,0.0,0.0,Strategy,182402.0,falling,0
Baldur's Gate 3,90.15,36.45,10.94,70.0,4.0,Fighting,85114.0,falling,1
Left 4 Dead 2,76.52,56.38,16.91,70.0,19.0,Racing,38557.0,stable,1
Dead Cells,40.11,73.4,58.72,20.0,29.0,Survival,81216.0,falling,1
Madden NFL 24,50.21,53.4,53.4,0.0,0.0,Adventure,173685.0,stable,0
Left 4 Dead 2,56.09,78.1,78.1,0.0,0.0,Racing,81043.0,growing,0
Halo Infinite,54.98,49.75,49.75,0.0,0.0,RPG,111514.0,stable,0
Final Fantasy XV,40.09,34.67,34.67,0.0,0.0,Roguelike,179576.0,growing,0
Lethal Company,87.49,50.89,45.8,10.0,15.0,Racing,170585.0,falling,1
Dragon Ball Xenoverse 2,61.58,56.48,56.48,0.0,0.0,Metroidvania,55757.0,falling,0
UltraKill,81.43,59.71,29.86,50.0,13.0,Survival,136198.0,growing,1
Watch Dogs Legion,44.8,67.55,67.55,0.0,0.0,Indie,17223.0,stable,0
Frostpunk 2,64.05,24.51,24.51,0.0,0.0,Shooter,81684.0,growing,0
Baldur's Gate 3,53.04,16.1,16.1,0.0,0.0,Survival,27127.0,falling,0
Lies of P,77.34,40.67,36.6,10.0,24.0,Survival,153330.0,falling,1
Monster Hunter World,84.61,65.54,65.54,0.0,0.0,Adventure,44484.0,stable,0
The Elder Scrolls V: Skyrim,52.85,59.8,11.96,80.0,15.0,RPG,42534.0,stable,1
Cities: Skylines,57.79,31.16,15.58,50.0,16.0,Roguelike,14678.0,falling,1
Hotline Miami,68.74,63.82,63.82,0.0,0.0,Puzzle,2689.0,growing,0
Path of Exile 2,65.07,66.99,66.99,0.0,0.0,Fighting,21397.0,falling,0
Rainbow Six Siege,72.84,43.42,8.68,80.0,4.0,Strategy,80334.0,falling,1
Final Fantasy VII Remake,92.41,75.19,75.19,0.0,0.0,Racing,122971.0,growing,0
Slime Rancher 2,49.69,69.36,69.36,0.0,0.0,RPG,83012.0,falling,0
Planet Zoo,47.75,16.15,16.15,0.0,0.0,Simulation,96315.0,growing,0
NBA 2K25,55.39,71.24,71.24,0.0,0.0,Fighting,158352.0,growing,0
Slime Rancher 2,82.94,10.98,7.69,30.0,2.0,Simulation,63603.0,stable,1
No Man's Sky,90.46,74.69,14.94,80.0,19.0,Roguelike,70559.0,stable,1
Goat Simulator 3,52.21,23.4,7.02,70.0,28.0,Sports,180524.0,falling,1
Phasmophobia,70.33,23.29,23.29,0.0,0.0,Roguelike,104439.0,stable,0
Watch Dogs 2,40.38,70.67,28.27,60.0,6.0,Action,111892.0,stable,1
A Way Out,64.75,4.31,4.31,0.0,0.0,Survival,18948.0,growing,0
Little Nightmares II,88.99,5.18,1.55,70.0,26.0,Roguelike,23287.0,stable,1
Team Fortress 2,48.42,14.36,14.36,0.0,0.0,Action,162635.0,stable,0
Elden Ring,50.73,54.77,54.77,0.0,0.0,RPG,137080.0,growing,0
Halo Infinite,62.9,5.32,5.32,0.0,0.0,Fighting,185505.0,growing,0
The Forest,55.96,57.58,57.58,0.0,0.0,Puzzle,184630.0,falling,0
Red Dead Redemption 2,78.06,78.04,78.04,0.0,0.0,Co-op,1126.0,growing,0
Street Fighter 6,48.39,76.82,76.82,0.0,0.0,Roguelike,140314.0,stable,0
Planet Zoo,46.71,13.66,9.56,30.0,4.0,Shooter,101014.0,falling,1
Tekken 8,90.48,20.81,20.81,0.0,0.0,Co-op,42038.0,falling,0
Among Us,82.02,61.6,61.6,0.0,0.0,RPG,163418.0,growing,0
Mount & Blade II: Bannerlord,90.92,29.12,8.74,70.0,23.0,Indie,138226.0,growing,1
Ori and the Will of the Wisps,85.96,62.55,37.53,40.0,22.0,Roguelike,117042.0,stable,1
Destiny 2,58.32,45.94,18.38,60.0,8.0,RPG,144294.0,growing,1
Baldur's Gate 3,84.85,14.72,14.72,0.0,0.0,Roguelike,116703.0,falling,0
Path of Exile 2,82.23,74.7,37.35,50.0,19.0,Simulation,15932.0,stable,1
No Man's Sky,60.81,58.8,58.8,0.0,0.0,Simulation,12158.0,falling,0
Devil May Cry 5,81.46,46.87,18.75,60.0,26.0,Shooter,90266.0,stable,1
Destiny 2,49.19,8.51,6.81,20.0,20.0,Survival,131457.0,falling,1
Valheim,89.59,35.89,7.18,80.0,9.0,Sports,75330.0,stable,1
Goat Simulator 3,57.12,66.93,66.93,0.0,0.0,Simulation,102952.0,falling,0
Portal 2,71.49,9.28,2.78,70.0,11.0,Metroidvania,149076.0,growing,1
Slime Rancher 2,65.66,52.27,41.82,20.0,26.0,Simulation,199579.0,growing,1
Satisfactory,58.67,40.57,40.57,0.0,0.0,Sports,76076.0,stable,0
Sekiro: Shadows Die Twice,50.2,28.95,28.95,0.0,0.0,Indie,68950.0,stable,0
Team Fortress 2,84.22,13.83,13.83,0.0,0.0,Indie,154887.0,falling,0
Hades,53.22,50.4,35.28,30.0,21.0,Horror,123718.0,stable,1
Rainbow Six Siege,91.96,52.67,52.67,0.0,0.0,Racing,196947.0,falling,0
Red Dead Redemption 2,77.61,62.82,62.82,0.0,0.0,Metroidvania,45146.0,falling,0
Hotline Miami,57.38,38.11,38.11,0.0,0.0,RPG,77042.0,falling,0
Slime Rancher 2,47.97,57.94,46.35,20.0,18.0,Shooter,33645.0,growing,1
Counter-Strike 2,48.76,4.96,3.97,20.0,5.0,Sports,61070.0,growing,1
Ori and the Blind Forest,79.98,71.94,14.39,80.0,1.0,Action,173481.0,stable,1
Euro Truck Simulator 2,87.74,18.08,18.08,0.0,0.0,Co-op,89767.0,falling,0
Ori and the Will of the Wisps,57.93,15.14,15.14,0.0,0.0,Roguelike,12971.0,growing,0
For Honor,41.18,68.65,13.73,80.0,27.0,Racing,73292.0,falling,1
Dead Cells,74.27,41.3,41.3,0.0,0.0,Racing,111707.0,falling,0
Goat Simulator 3,72.26,63.5,12.7,80.0,2.0,Strategy,56235.0,growing,1
CyberConnect,56.94,8.22,8.22,0.0,0.0,Metroidvania,148972.0,growing,0
Outlast 2,44.14,6.08,6.08,0.0,0.0,Racing,67697.0,falling,0
Sea of Thieves,41.56,28.28,28.28,0.0,0.0,Adventure,106642.0,stable,0
Forza Horizon 5,66.62,65.32,19.6,70.0,13.0,Indie,18100.0,falling,1
Final Fantasy XV,47.05,57.94,23.18,60.0,25.0,Fighting,128820.0,falling,1
Rainbow Six Siege,58.46,42.08,42.08,0.0,0.0,Strategy,13752.0,falling,0
Assassin’s Creed Odyssey,77.86,40.91,40.91,0.0,0.0,Survival,166664.0,falling,0
Frostpunk,91.03,72.8,72.8,0.0,0.0,Roguelike,83550.0,growing,0
Limbo,66.32,20.92,20.92,0.0,0.0,Metroidvania,17702.0,stable,0
Frostpunk,78.1,47.16,42.44,10.0,22.0,Racing,176875.0,stable,1
Lies of P,89.44,31.36,12.54,60.0,24.0,Metroidvania,21176.0,growing,1
Path of Exile 2,94.58,15.83,15.83,0.0,0.0,Adventure,125626.0,growing,0
Oxygen Not Included,63.67,35.55,35.55,0.0,0.0,Action,107043.0,growing,0
Starfield,47.14,74.01,74.01,0.0,0.0,Sports,91263.0,falling,0
Dark Souls III,79.3,36.24,36.24,0.0,0.0,Survival,98463.0,stable,0
Baldur's Gate 3,41.61,39.6,23.76,40.0,13.0,Puzzle,128046.0,growing,1
Satisfactory,73.38,35.75,35.75,0.0,0.0,Puzzle,23709.0,falling,0
Monster Hunter Rise,92.85,65.84,59.26,10.0,13.0,Roguelike,85850.0,stable,1
Don't Starve Together,66.17,5.78,4.05,30.0,15.0,Racing,128055.0,stable,1
ARK: Survival Evolved,65.03,38.1,38.1,0.0,0.0,Strategy,46494.0,growing,0
PUBG,74.12,41.47,41.47,0.0,0.0,Roguelike,188439.0,falling,0
Mount & Blade II: Bannerlord,72.76,37.47,26.23,30.0,1.0,Strategy,70098.0,growing,1
Dark Souls III,62.9,58.06,58.06,0.0,0.0,Fighting,74020.0,growing,0
Lies of P,82.42,36.27,36.27,0.0,0.0,Puzzle,20027.0,growing,0
Tekken 7,96.16,58.68,11.74,80.0,17.0,Roguelike,95777.0,stable,1
Guilty Gear Strive,71.86,43.66,43.66,0.0,0.0,Sports,152230.0,growing,0
Seven Days to Die,94.58,66.7,46.69,30.0,9.0,Action,145277.0,growing,1
Among Us,40.9,27.15,24.43,10.0,10.0,Action,135866.0,falling,1
Slime Rancher 2,92.53,56.87,51.18,10.0,2.0,Puzzle,95763.0,stable,1
Cyberpunk 2077,75.23,59.45,59.45,0.0,0.0,Indie,96460.0,growing,0
Frostpunk 2,97.76,42.06,29.44,30.0,16.0,Survival,103365.0,growing,1
Dragon Ball FighterZ,58.85,7.65,7.65,0.0,0.0,Action,95597.0,growing,0
Risk of Rain 2,42.1,49.79,24.89,50.0,21.0,Fighting,157685.0,stable,1
Black Desert Online,69.62,17.92,17.92,0.0,0.0,Survival,118854.0,growing,0
Final Fantasy VII Remake,67.5,34.25,17.12,50.0,5.0,Shooter,193504.0,stable,1
Apex Legends,47.54,26.03,26.03,0.0,0.0,Puzzle,92670.0,growing,0
Satisfactory,91.58,37.81,37.81,0.0,0.0,Adventure,156979.0,growing,0
ARK: Survival Evolved,54.15,49.45,49.45,0.0,0.0,Puzzle,107322.0,stable,0
Limbo,69.98,62.73,62.73,0.0,0.0,Action,16099.0,growing,0
Cuphead,70.62,66.87,40.12,40.0,6.0,Horror,110146.0,falling,1
Planet Zoo,55.33,17.58,17.58,0.0,0.0,Survival,130146.0,stable,0
CyberConnect,90.69,6.96,5.57,20.0,23.0,Indie,77946.0,growing,1
Resident Evil Village,87.31,46.0,13.8,70.0,12.0,Strategy,153268.0,falling,1
Path of Exile,65.16,55.6,55.6,0.0,0.0,Metroidvania,95114.0,growing,0
Bloodstained: Ritual of the Night,67.18,23.83,23.83,0.0,0.0,Horror,142741.0,falling,0
Cities: Skylines,52.33,26.21,26.21,0.0,0.0,Puzzle,80521.0,stable,0
Red Dead Redemption 2,95.57,25.42,25.42,0.0,0.0,Sports,88149.0,falling,0
Resident Evil 4 Remake,63.49,41.68,41.68,0.0,0.0,Puzzle,82046.0,stable,0
Assassin’s Creed Valhalla,85.9,65.99,13.2,80.0,25.0,Sports,148010.0,growing,1
Halo Master Chief Collection,65.52,31.78,15.89,50.0,2.0,Puzzle,32120.0,stable,1
Chivalry 2,45.82,44.73,22.36,50.0,7.0,Roguelike,177066.0,growing,1
Little Nightmares II,47.12,26.92,8.08,70.0,5.0,Adventure,25043.0,stable,1
Ori and the Will of the Wisps,57.63,50.4,45.36,10.0,7.0,Puzzle,1679.0,falling,1
Assassin’s Creed Valhalla,62.31,61.47,36.88,40.0,6.0,Racing,21027.0,stable,1
Baldur's Gate 3,66.51,5.76,5.76,0.0,0.0,Racing,67268.0,falling,0
Dota 2,59.4,43.14,43.14,0.0,0.0,RPG,25579.0,growing,0
Escape from Tarkov,92.41,10.11,6.07,40.0,14.0,Survival,10890.0,growing,1
Resident Evil Village,84.13,62.98,44.09,30.0,27.0,Roguelike,139583.0,falling,1
Frostpunk 2,91.23,9.3,3.72,60.0,5.0,Puzzle,178391.0,falling,1
NBA 2K25,88.32,75.62,60.5,20.0,5.0,Strategy,103386.0,stable,1
Banished,74.88,28.35,28.35,0.0,0.0,Fighting,100008.0,growing,0
Among Us,60.13,38.25,30.6,20.0,30.0,Simulation,119482.0,falling,1
Cyberpunk 2077,73.67,28.11,5.62,80.0,4.0,RPG,139870.0,falling,1
Planet Zoo,50.27,77.85,15.57,80.0,30.0,Fighting,76266.0,stable,1
Payday 2,62.81,29.99,29.99,0.0,0.0,Metroidvania,70307.0,growing,0
The Binding of Isaac,76.0,65.29,32.65,50.0,18.0,Roguelike,148456.0,growing,1
Dark Souls III,53.04,73.58,51.51,30.0,8.0,Action,65974.0,stable,1
Factorio,55.88,52.81,21.12,60.0,5.0,Horror,95413.0,growing,1
Phasmophobia,48.09,33.58,33.58,0.0,0.0,Racing,30477.0,falling,0
Euro Truck Simulator 2,53.4,54.49,10.9,80.0,16.0,Co-op,49048.0,growing,1
Lies of P,94.55,27.51,11.0,60.0,9.0,Racing,169508.0,growing,1
Lies of P,40.49,35.22,28.18,20.0,2.0,Fighting,135247.0,growing,1
Dark Souls Remastered,77.32,14.36,14.36,0.0,0.0,Shooter,156755.0,stable,0
Cities: Skylines 2,67.81,6.66,4.0,40.0,12.0,Strategy,86688.0,stable,1
Dark Souls Remastered,72.69,55.39,49.85,10.0,28.0,Roguelike,148160.0,growing,1
Valheim,75.75,19.86,19.86,0.0,0.0,Survival,50369.0,growing,0
Lies of P,87.54,50.54,35.38,30.0,1.0,Metroidvania,150838.0,stable,1
RimWorld,61.45,37.72,37.72,0.0,0.0,Survival,8082.0,falling,0
Elden Ring,43.36,19.0,19.0,0.0,0.0,Horror,1732.0,stable,0
Hades,40.81,59.74,59.74,0.0,0.0,Roguelike,110432.0,growing,0
Dead Cells,92.38,21.1,21.1,0.0,0.0,Roguelike,85870.0,stable,0
Ori and the Blind Forest,48.64,28.97,26.07,10.0,25.0,Survival,105140.0,growing,1
FIFA 24,74.84,72.31,43.39,40.0,11.0,Sports,20185.0,falling,1
Hunt: Showdown,65.34,35.53,14.21,60.0,11.0,Puzzle,199424.0,stable,1
NBA 2K25,94.25,38.07,34.26,10.0,23.0,Metroidvania,16659.0,growing,1
Chivalry 2,83.16,76.09,22.83,70.0,4.0,Shooter,6186.0,stable,1
Phasmophobia,70.86,74.3,74.3,0.0,0.0,Action,100468.0,stable,0
Warframe,65.52,11.55,10.4,10.0,24.0,Co-op,199508.0,stable,1
Doom Eternal,82.55,32.5,16.25,50.0,18.0,Strategy,89670.0,falling,1
Dead Cells,61.89,72.93,72.93,0.0,0.0,Puzzle,140338.0,stable,0
Dota 2,43.55,61.0,61.0,0.0,0.0,Adventure,51415.0,stable,0
Among Us,86.58,56.43,28.21,50.0,3.0,Roguelike,134879.0,stable,1
Hollow Knight,40.53,66.13,59.52,10.0,19.0,Puzzle,168397.0,growing,1
Rust,86.05,18.47,14.78,20.0,26.0,Survival,117673.0,growing,1
Hotline Miami,69.09,5.13,3.59,30.0,26.0,Strategy,191995.0,stable,1
A Way Out,47.34,27.2,16.32,40.0,18.0,Action,56241.0,growing,1
Chivalry 2,41.65,16.02,16.02,0.0,0.0,Simulation,48825.0,falling,0
Rust,50.6,38.51,23.11,40.0,18.0,Metroidvania,58698.0,falling,1
Tekken 8,61.78,69.26,69.26,0.0,0.0,Shooter,102380.0,growing,0
Resident Evil Village,65.5,42.62,42.62,0.0,0.0,RPG,145156.0,stable,0
Black Desert Online,61.28,13.09,13.09,0.0,0.0,Metroidvania,115944.0,growing,0
Apex Legends,55.31,68.42,68.42,0.0,0.0,Shooter,173025.0,growing,0
Assassin’s Creed Odyssey,50.58,57.53,17.26,70.0,26.0,Roguelike,37526.0,falling,1
Cities: Skylines,90.7,12.45,7.47,40.0,17.0,Action,40366.0,growing,1
The Witcher 3,56.19,32.19,32.19,0.0,0.0,Shooter,194495.0,growing,0
Fallout 4,87.96,41.13,32.9,20.0,18.0,Horror,60065.0,growing,1
Inside,52.04,12.58,8.81,30.0,30.0,Strategy,18147.0,stable,1
Destiny 2,79.0,52.31,52.31,0.0,0.0,Survival,54600.0,falling,0
Watch Dogs 2,47.71,18.73,18.73,0.0,0.0,Sports,72027.0,growing,0
Risk of Rain 2,64.39,38.9,38.9,0.0,0.0,Indie,155104.0,stable,0
Final Fantasy VII Remake,69.09,39.79,31.83,20.0,12.0,Horror,120523.0,falling,1
Outlast 2,52.64,41.87,41.87,0.0,0.0,Puzzle,188758.0,growing,0
Madden NFL 24,90.75,45.23,36.18,20.0,17.0,Simulation,136473.0,falling,1
Grand Theft Auto V,86.93,48.73,48.73,0.0,0.0,Fighting,118131.0,growing,0
Forza Horizon 5,80.59,46.18,46.18,0.0,0.0,Sports,190886.0,growing,0
Doom Eternal,40.13,4.29,4.29,0.0,0.0,Roguelike,175646.0,falling,0
Lost Ark,50.35,25.73,18.01,30.0,26.0,Racing,96603.0,stable,1
Dark Souls III,42.96,51.22,51.22,0.0,0.0,Puzzle,131279.0,growing,0
Dark Souls Remastered,68.29,10.54,10.54,0.0,0.0,Horror,183177.0,stable,0
Frostpunk 2,94.18,78.54,70.69,10.0,27.0,Simulation,177231.0,falling,1
Bloodstained: Ritual of the Night,87.47,32.54,6.51,80.0,18.0,Survival,166163.0,falling,1
Satisfactory,67.8,23.56,23.56,0.0,0.0,Roguelike,67382.0,stable,0
Outlast,73.39,31.18,31.18,0.0,0.0,Action,134055.0,falling,0
The Division 2,42.27,54.16,16.25,70.0,5.0,Indie,102763.0,falling,1
Inside,67.22,41.19,41.19,0.0,0.0,Sports,157491.0,falling,0
Surgeon Simulator,85.73,52.04,52.04,0.0,0.0,Co-op,156428.0,stable,0
Left 4 Dead 2,40.31,69.17,69.17,0.0,0.0,Indie,144014.0,falling,0
American Truck Simulator,73.13,9.14,6.4,30.0,27.0,Survival,2124.0,stable,1
Mount & Blade II: Bannerlord,66.54,16.01,16.01,0.0,0.0,Survival,112328.0,stable,0
FIFA 24,81.14,14.11,8.47,40.0,17.0,Indie,31737.0,falling,1
Factorio,53.6,2.24,2.02,10.0,29.0,Sports,18849.0,growing,1
The Division 2,64.26,78.17,31.27,60.0,7.0,Racing,179195.0,stable,1
Grand Theft Auto V,61.97,14.08,7.04,50.0,28.0,Racing,6098.0,growing,1
Apex Legends,92.78,53.41,42.73,20.0,7.0,Puzzle,99563.0,stable,1
Ori and the Blind Forest,60.4,24.84,14.9,40.0,9.0,Fighting,14867.0,falling,1
Counter-Strike 2,78.45,45.73,18.29,60.0,17.0,Survival,154161.0,stable,1
No Man's Sky,63.23,50.63,50.63,0.0,0.0,Survival,154821.0,growing,0
Red Dead Redemption 2,77.11,74.95,74.95,0.0,0.0,Fighting,5896.0,growing,0
Tekken 7,95.96,22.99,16.09,30.0,27.0,Shooter,139828.0,falling,1
Dota 2,47.59,32.29,32.29,0.0,0.0,RPG,140394.0,stable,0
Outlast,43.61,7.38,5.9,20.0,27.0,Puzzle,161429.0,growing,1
Frostpunk,68.39,64.84,64.84,0.0,0.0,Strategy,187806.0,stable,0
Phasmophobia,59.02,2.87,0.86,70.0,25.0,Puzzle,95681.0,growing,1
Path of Exile,53.75,40.11,40.11,0.0,0.0,Fighting,106958.0,falling,0
Baldur's Gate 3,41.48,51.78,51.78,0.0,0.0,RPG,77619.0,growing,0
Among Us,44.5,13.18,5.27,60.0,17.0,Metroidvania,6007.0,growing,1
Guilty Gear Strive,42.15,72.65,58.12,20.0,29.0,Sports,44507.0,falling,1
Devil May Cry 5,53.13,66.34,66.34,0.0,0.0,Racing,42079.0,growing,0
Hotline Miami,91.71,74.93,67.44,10.0,8.0,Puzzle,194094.0,growing,1
For Honor,91.97,12.33,8.63,30.0,12.0,Racing,21573.0,stable,1
No Man's Sky,64.51,24.49,24.49,0.0,0.0,Survival,126066.0,stable,0
Nier Automata,64.5,51.75,36.22,30.0,25.0,Puzzle,102466.0,growing,1
The Forest,59.08,12.08,7.25,40.0,11.0,Action,166387.0,growing,1
Assassin’s Creed Valhalla,79.95,66.6,66.6,0.0,0.0,Co-op,22072.0,falling,0
Mortal Kombat 11,66.84,48.86,48.86,0.0,0.0,Adventure,22217.0,growing,0
Rainbow Six Siege,42.8,60.96,60.96,0.0,0.0,Indie,184891.0,growing,0
Lethal Company,93.16,22.69,18.15,20.0,8.0,Horror,53220.0,stable,1
Hunt: Showdown,49.12,22.96,6.89,70.0,26.0,Simulation,81584.0,falling,1
